type
traffic_signals
traffic_signals
parking
traffic_signals
traffic_signals
tram_stop
fuel
traffic_signals
traffic_signals
traffic_signals
traffic_signals
crossing
traffic_signals
station
bus_stop
recycling
crossing
shop
traffic_signals
tram_stop
restaurant
pub
tram_stop
tram_stop
traffic_signals
tram_stop
mini_roundabout
tram_stop
tram_stop
tram_stop
tram_stop
tram_stop
tram_stop
traffic_signals
tram_stop
bicycle_parking
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
caravan_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
restaurant
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
fuel
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
camp_site
fuel
crossing
hostel
bus_stop
fuel
fuel
motorway_junctio
traffic_signals
tram_stop
tram_stop
bus_stop
bus_stop
bus_stop
traffic_signals
bus_stop
place_of_worship
bus_stop
traffic_signals
tram_stop
university
parking
fuel
cafe
traffic_signals
traffic_signals
fuel
turning_circle
traffic_signals
tram_stop
bus_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
hotel
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
parking
university
station
traffic_signals
traffic_signals
bus_stop
bus_stop
traffic_signals
traffic_signals
bus_stop
bus_stop
bus_stop
bus_stop
halt
incline_steep
city_border
motorway_junctio
traffic_signals
level_crossing
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
tram_stop
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
traffic_signals
motorway_junctio
crossing
tram_stop
tram_stop
crossing
tram_stop
tram_stop
crossing
crossing
traffic_signals
traffic_signals
bus_stop
bus_stop
traffic_signals
traffic_signals
bus_stop
bus_station
bus_stop
traffic_signals
tram_stop
motorway_junctio
parking
station
place_of_worship
bus_stop
traffic_signals
traffic_signals
mini_roundabout
restaurant
station
station
parking
parking
traffic_signals
parking
mini_roundabout
motorway_junctio
bus_stop
zoo
tram_stop
mini_roundabout
traffic_signals
stop
stop
stop
traffic_signals
tram_stop
traffic_signals
halt
station
station
halt
halt
level_crossing
halt
halt
halt
traffic_signals
fuel
fuel
fuel
bus_stop
stop
mini_roundabout
mini_roundabout
information
bus_stop
mini_roundabout
bus_stop
bus_stop
bus_stop
motorway_junctio
bus_stop
traffic_signals
traffic_signals
traffic_signals
theatre
bus_stop
bus_stop
crossing
traffic_signals
fuel
pier
pier
pier
motorway_junctio
traffic_signals
mini_roundabout
mini_roundabout
traffic_signals
traffic_signals
station
station
station
crossing
crossing
traffic_signals
crossing
tram_stop
crossing
crossing;traffic
traffic_signals
traffic_signals
traffic_signals
attraction
parking
parking
motorway_junctio
fuel
traffic_signals
traffic_signals
parking
parking
traffic_signals
parking
parking
university
mini_roundabout
mini_roundabout
traffic_signals
theatre
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
parking
traffic_signals
traffic_signals
traffic_signals
traffic_signals
tram_stop
tram_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
tram_stop
motorway_junctio
parking
restaurant
level_crossing
level_crossing
station
station
station
traffic_signals
station
station
station
station
station
police
parking
hostel
parking
parking
traffic_signals
traffic_signals
tram_stop
traffic_signals
museum
university
bus_stop
bus_stop
traffic_signals
bus_stop
tram_stop
tram_stop
tram_stop
tram_stop
traffic_signals
traffic_signals
ferry_terminal
station
station
station
station
station
station
level_crossing
level_crossing
traffic_signals
motorway_junctio
motorway_junctio
cinema
restaurant
cinema
recycling
recycling
police
museum
courthouse
police
museum
townhall
school
museum
library
hospital
college
college
college
parking
post_office
post_office
post_office
recycling
parking
parking
parking
motorway_junctio
parking
parking
parking
tram_stop
post_office
post_office
post_office
post_office
station
recycling
recycling
tram_stop
tram_stop
bus_station
fuel
bus_stop
bus_stop
traffic_signals
bus_stop
bus_stop
traffic_signals
bus_stop
bus_stop
bus_stop
crossing
townhall
recycling
recycling
recycling
recycling
recycling
recycling
recycling
recycling
traffic_signals
restaurant
traffic_signals
mini_roundabout
traffic_signals
motorway_junctio
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
theatre
monument
theatre
halt
halt
station
halt
halt
station
traffic_signals
tram_stop
tram_stop
tram_stop
tram_stop
level_crossing
level_crossing
tram_stop
tram_stop
tram_stop
tram_stop
tram_stop
traffic_signals
tram_stop
tram_stop
tram_stop
tram_stop
tram_stop
bus_stop
bus_stop
motorway_junctio
fuel
traffic_signals
motorway_junctio
motorway_junctio
bank
bus_stop
traffic_signals
crossing
traffic_signals
crossing
parking
bus_stop
station
halt
station
bus_stop
station
station
station
bus_stop
parking
museum
museum
restaurant
traffic_signals
bank
school
place_of_worship
place_of_worship
school
school
school
parking
college
fuel
fuel
post_office
post_office
fuel
fuel
fuel
fuel
police
bus_stop
tram_stop
bus_station
tram_stop
tram_stop
station
bus_stop
tram_stop
station
station
halt
station
motorway_junctio
motorway_junctio
motorway_junctio
atm
bus_station
fuel
bus_station
ferry_terminal
survey_point
survey_point
survey_point
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
level_crossing
station
traffic_signals
cinema
level_crossing
station
bus_stop
traffic_signals
tram_stop
traffic_signals
bicycle_parking
information
bus_stop
bus_stop
bus_stop
school
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
traffic_signals
motorway_junctio
motorway_junctio
motorway_junctio
traffic_signals
station
traffic_signals
crossing
traffic_signals
level_crossing
traffic_signals
halt
traffic_signals
traffic_signals
bus_stop
crossing
bus_stop
traffic_signals
traffic_signals
traffic_signals
station
traffic_signals
traffic_signals
stop
station
station
station
station
station
station
station
station
station
station
bank
bus_stop
traffic_signals
traffic_signals
bank
level_crossing
traffic_signals
traffic_signals
traffic_signals
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
crossing
crossing
bus_stop
motorway_junctio
motorway_junctio
level_crossing
crossing
cinema
place_of_worship
place_of_worship
restaurant
fuel
bank
post_office
courthouse
parking
crossing
traffic_signals
parking
hotel
station
fuel
traffic_signals
parking
parking
recycling
post_office
bus_stop
motorway_junctio
traffic_signals
traffic_signals
level_crossing
traffic_signals
tram_stop
tram_stop
pub
hotel
viewpoint
pub
hotel
traffic_signals
traffic_signals
picnic_site
viewpoint
viewpoint
viewpoint
station
picnic_site
viewpoint
hotel
parking
station
station
station
station
station
station
parking
station
traffic_signals
place_of_worship
station
station
traffic_signals
mini_roundabout
parking
mini_roundabout
traffic_signals
grave_yard
fire_station
kindergarten
kindergarten
kindergarten
kindergarten
kindergarten
restaurant
castle
traffic_signals
toilets
level_crossing
crossing
crossing
primary
mini_roundabout
tram_stop
station
atm
turning_circle
turning_circle
traffic_signals
traffic_signals
traffic_signals
turning_circle
bench
station
fast_food
restaurant
restaurant
station_entrance
station_entrance
parking
station
station
station
traffic_signals
parking
parking
bus_stop
bus_stop
station
level_crossing
pub
pub
bus_stop
bus_stop
bus_stop
traffic_signals
traffic_signals
level_crossing
traffic_signals
level_crossing
traffic_signals
tram_stop
mini_roundabout
bus_stop
traffic_signals
place_of_worship
townhall
place_of_worship
station
station
level_crossing
halt
halt
station
station
station
station
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
mini_roundabout
mini_roundabout
mini_roundabout
mini_roundabout
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
motorway_junctio
mini_roundabout
mini_roundabout
mini_roundabout
tram_stop
traffic_signals
station
station
hospital
bus_station
station
museum
bus_stop
place_of_worship
mini_roundabout
mini_roundabout
mini_roundabout
hospital
hospital
traffic_signals
station
station
hospital
parking
parking
hotel
motorway_junctio
bus_stop
recycling
motorway_junctio
fuel
restaurant
traffic_signals
mini_roundabout
traffic_signals
motorway_junctio
motorway_junctio
motorway_junctio
traffic_signals
bus_stop
traffic_signals
level_crossing
place_of_worship
mini_roundabout
stop
arts_centre
library
place_of_worship
place_of_worship
attraction
viewpoint
museum
university
university
parking
museum
hotel
hotel
castle
bus_stop
bus_stop
bus_stop
bus_stop
crossing
stop
bus_stop
parking
parking
restaurant
restaurant
traffic_signals
motorway_junctio
traffic_signals
place_of_worship
motorway_junctio
motorway_junctio
motorway_junctio
motorway_junctio
hospital
college
hospital
place_of_worship
restaurant
hotel
viewpoint
turning_circle
restaurant
restaurant
restaurant
restaurant
restaurant
traffic_signals
motorway_junctio
motorway_junctio
parking
place_of_worship
bank
level_crossing
fuel
fast_food
traffic_signals
turning_circle
parking
fuel
traffic_signals
traffic_signals
parking
school
place_of_worship
bus_stop
level_crossing
level_crossing
parking
station
station
hospital
fast_food
station
halt
halt
halt
station
station
station
station
station
station
halt
station
station
station
halt
halt
halt
place_of_worship
mini_roundabout
parking
post_office
pub
viewpoint
station
motorway_junctio
motorway_junctio
station
station
level_crossing
crossing
station
station
restaurant
fuel
parking
station
station
station
station
station
station
station
mini_roundabout
ruins
bus_stop
mini_roundabout
motorway_junctio
traffic_signals
parking
parking
parking
fuel
place_of_worship
bus_station
bus_stop
fire_station
restaurant
parking
pub
bus_stop
bus_stop
bus_stop
information
bus_stop
bus_stop
bank
bus_stop
attraction
bus_stop
parking
bus_stop
crossing
parking
restaurant
traffic_signals
parking
traffic_signals
crossing
bus_stop
stop
crossing
traffic_signals
traffic_signals
cinema
police
bank
bank
restaurant
restaurant
hotel
fuel
parking
post_office
post_box
fuel
fuel
fuel
station
restaurant
parking
restaurant
school
school
school
school
school
school
school
traffic_signals
school
place_of_worship
place_of_worship
fuel
viewpoint
viewpoint
prison
level_crossing
crossing
crossing
bus_stop
station
station
station
crossing
station
station
crossing
station
mini_roundabout
parking
tram_stop
university
university
place_of_worship
place_of_worship
information
place_of_worship
information
bus_stop
bus_stop
bus_stop
station
mini_roundabout
bus_stop
traffic_signals
hospital
exhibition_hall
station
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
bus_stop
parking
parking
parking
post_office
parking
place_of_worship
place_of_worship
traffic_signals
station
station
bus_stop
tram_stop
mini_roundabout
hostel
station
viaduct
station
station
station
station
tram_stop
motorway_junctio
restaurant
level_crossing
level_crossing
station
bus_stop
bus_stop
station
station
station
parking
hospital
school
bus_stop
level_crossing
traffic_signals
traffic_signals
mini_roundabout
mini_roundabout
place_of_worship
traffic_signals
traffic_signals
place_of_worship
crossing
traffic_signals
post_box
level_crossing
parking
level_crossing
post_box
tram_stop
bus_stop
tram_stop
tram_stop
station
station
traffic_signals
mini_roundabout
station
place_of_worship
parking
place_of_worship
bus_station
school
school
school
fuel
parking
place_of_worship
restaurant
school
school
bus_stop
place_of_worship
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
crossing
viaduct
bus_stop
crossing
place_of_worship
clocktower
mini_roundabout
incline
townhall
monument
monument
monument
townhall
fire_station
place_of_worship
place_of_worship
place_of_worship
place_of_worship
tram_stop
bus_stop
parking
station
bus_stop
traffic_signals
post_office
traffic_signals
station
station
halt
station
station
station
place_of_worship
tram_stop
post_box
parking
place_of_worship
bus_stop
restaurant
parking
post_box
fuel
traffic_signals
level_crossing
tram_stop
parking
traffic_signals
traffic_signals
station
parking
parking
place_of_worship
fast_food
traffic_signals
crossing
information
crossing
traffic_signals
parking
place_of_worship
school
bus_stop
place_of_worship
recycling
post_box
bus_stop
level_crossing
traffic_signals
parking
parking
parking
parking
station
recycling
level_crossing
parking
station
station
station
level_crossing
station
restaurant
halt
parking
monument
place_of_worship
parking
station
bus_stop
crossing
crossing
checkpoint
school
school
school
crossing
traffic_signals
traffic_signals
level_crossing
place_of_worship
fuel
traffic_signals
traffic_signals
mini_roundabout
mini_roundabout
tram_stop
traffic_signals
mini_roundabout
mini_roundabout
fire_station
parking
toilets
tram_stop
traffic_signals
traffic_signals
traffic_signals
motorway_junctio
station
station
post_box
station
station
station
station
station
station
station
motorway_junctio
motorway_junctio
parking
stop
bicycle_parking
motorway_junctio
turning_circle
traffic_signals
traffic_signals
station
station
station
station
fuel
restaurant
parking
parking
station
station
station
station
station
station
station
station
station
viewpoint
recycling
parking
fuel
restaurant
post_office
post_box
restaurant
restaurant
school
level_crossing
parking
school
post_office
post_office
restaurant
restaurant
hotel
fire_station
fuel
bus_stop
hotel
place_of_worship
bus_stop
post_box
fuel
parking
parking
place_of_worship
parking
parking
post_box
restaurant
traffic_signals
crossing
traffic_signals
level_crossing
restaurant
fuel
level_crossing
parking
parking
level_crossing
level_crossing
post_box
post_box
parking
parking
post_office
bus_stop
bus_stop
level_crossing
place_of_worship
fuel
restaurant
library
recycling
recycling
fuel
viewpoint
restaurant
station
level_crossing
station
halt
crossing
parking
place_of_worship
place_of_worship
pub
place_of_worship
restaurant
station
station
level_crossing
station
halt
level_crossing
halt
station
station
station
halt
halt
level_crossing
station
level_crossing
level_crossing
level_crossing
level_crossing
station
station
hotel
restaurant
hotel
restaurant
restaurant
parking
parking
place_of_worship
hostel
station
level_crossing
camp_site
hotel
parking
place_of_worship
parking
parking
level_crossing
traffic_signals
castle
viewpoint
place_of_worship
fuel
school
turning_circle
crossing
traffic_signals
viewpoint
restaurant
place_of_worship
monument
place_of_worship
bus_stop
crossing
bus_stop
hospital
traffic_signals
traffic_signals
castle
parking
bus_stop
parking
viewpoint
parking
level_crossing
mini_roundabout
traffic_signals
traffic_signals
station
station
fountain
traffic_signals
post_box
drinking_water
atm
bicycle_parking
castle
parking
bank
bank
bank
parking
station
viewpoint
ferry_terminal
mini_roundabout
crossing
university
tram_stop
mini_roundabout
bicycle_parking
place_of_worship
bus_stop
bus_stop
bus_stop
parking
bus_stop
bus_stop
place_of_worship
attraction
attraction
station
station
station
restaurant
viewpoint
parking
level_crossing
station
station
station
station
station
station
station
station
place_of_worship
place_of_worship
motorway_junctio
level_crossing
parking
townhall
motorway_junctio
bus_stop
castle
station
station
station
level_crossing
parking
crossing
attraction
place_of_worship
halt
level_crossing
level_crossing
traffic_signals
crossing
level_crossing
restaurant
crossing
parking
crossing
information
bench
bus_stop
bus_stop
bus_stop
bus_stop
fuel
parking
place_of_worship
library
monument
bus_stop
bus_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
parking
mini_roundabout
traffic_signals
bus_stop
parking
station
bus_stop
mini_roundabout
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
station
tram_stop
stop
hostel
parking
school
college
atm
atm
townhall
information
place_of_worship
parking
parking
drinking_water
drinking_water
mini_roundabout
drinking_water
public_building
traffic_signals
parking
restaurant
tram_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
hospital
hospital
hospital
parking
tram_stop
tram_stop
level_crossing
station
parking
level_crossing
station
station
level_crossing
station
level_crossing
station
mini_roundabout
parking
mini_roundabout
drinking_water
bench
drinking_water
station
bus_stop
bus_stop
tram_stop
post_box
post_box
post_box
bus_stop
school
hotel
place_of_worship
tram_stop
traffic_signals
traffic_signals
parking
attraction
bicycle_parking
station
station
station
station
information
bus_stop
bus_stop
station
fire_station
school
museum
viewpoint
scout_centre
mini_roundabout
traffic_signals
traffic_signals
motorway_junctio
traffic_signals
traffic_signals
station
station
crossing
fuel
traffic_signals
traffic_signals
drinking_water
tram_stop
pub
pub
place_of_worship
police
restaurant
restaurant
pub
restaurant
cafe
restaurant
pub
restaurant
restaurant
cafe
restaurant
pub
level_crossing
tram_stop
tram_stop
traffic_signals
turning_circle
station
fuel
bus_stop
drinking_water
traffic_signals
place_of_worship
place_of_worship
place_of_worship
post_office
restaurant
tram_stop
tram_stop
pub
pub
parking
post_office
tram_stop
pub
toilets
telephone
restaurant
crematorium
bus_stop
school
restaurant
bank
bus_stop
bus_stop
traffic_signals
toilets
parking
toilets
drinking_water
drinking_water
school
pharmacy
toilets
hospital
toilets
restaurant
restaurant
restaurant
parking
station
level_crossing
station
station
station
ruins
station
school
station
level_crossing
traffic_signals
bus_stop
parking
parking
parking
crossing
tram_stop
restaurant;night
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
drinking_water
ferry_terminal
attraction
recycling
school
mini_roundabout
traffic_signals
traffic_signals
school
bus_stop
restaurant
restaurant
drinking_water
castle
station
station
station
station
fuel
tram_stop
place_of_worship
school
recycling
fuel
station
recycling
crossing
traffic_signals
level_crossing
station
station
station
station
level_crossing
station
station
halt
station
station
level_crossing
station
crossing
station
crossing
halt
halt
halt
level_crossing
halt
camp_site
fuel
fuel
recycling
camp_site
school
restaurant
bus_stop
station
station
incline
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
bus_stop
fuel
fuel
traffic_signals
hotel
crossing
traffic_signals
traffic_signals
speed_camera
speed_camera
restaurant
drinking_water
drinking_water
drinking_water
bus_stop
drinking_water
post_box
hospital
restaurant
fuel
fuel
place_of_worship
place_of_worship
tram_stop
tram_stop
tram_stop
tram_stop
car_sharing
restaurant
recycling
fast_food
speed_camera
tram_stop
tram_stop
traffic_signals
traffic_signals
restaurant
traffic_signals
traffic_signals
bus_stop
crossing
mini_roundabout
hostel
halt
drinking_water
place_of_worship
drinking_water
fuel
fuel
bus_stop
crossing
recycling
restaurant
bus_stop
station
station
station
level_crossing
station
station
station
station
station
station
station
motorway_junctio
drinking_water
post_box
place_of_worship
place_of_worship
drinking_water
drinking_water
place_of_worship
place_of_worship
motorway_junctio
crossing
motorway_junctio
school
bus_stop
bus_stop
motorway_junctio
bus_stop
atm
fuel
place_of_worship
traffic_signals
bus_stop
bus_stop
parking
restaurant
restaurant
bus_stop
traffic_signals
level_crossing
recycling
parking
hotel
restaurant
hotel
place_of_worship
parking
fuel
atm
station
station
station
station
station
bus_station
bus_station
traffic_signals
crossing
crossing
bus_stop
museum
bus_stop
doctor
bus_stop
station
station
station
parking
motorway_junctio
bus_stop
traffic_signals
turning_circle
bus_stop
traffic_signals
post_office
traffic_signals
tram_stop
parking
parking
bus_stop
level_crossing
level_crossing
fast_food
recycling
university
bus_stop
bus_stop
parking
motorway_junctio
motorway_junctio
parking
bus_stop
traffic_signals
bus_stop
place_of_worship
crossing
crossing
turning_circle
bus_station
station
post_office
ferry_terminal
crossing
tram_stop
tram_stop
fast_food
fuel
tram_stop
tram_stop
bus_stop
traffic_signals
post_office
bus_station
crossing
crossing
level_crossing
mini_roundabout
tram_stop
station
bus_stop
traffic_signals
traffic_signals
fuel
crossing
crossing
bus_stop
turning_circle
parking
parking
turning_circle
fuel
restaurant
motorway_junctio
traffic_signals
fitness trail; v
bus_stop
crossing
recycling
crossing
crossing
crossing
turning_circle
turning_circle
bus_stop
traffic_signals
traffic_signals
traffic_signals
traffic_signals
bus_stop
bus_stop
bus_stop
parking
bus_stop
bus_stop
bus_stop
post_office
cafe
atm
parking
parking
parking
parking
parking
turning_circle
parking
parking
crossing
bus_stop
tram_stop
school
place_of_worship
parking
fuel
fuel
fuel
post_box
toilets;telephon
restaurant
parking
crossing
turning_circle
traffic_signals
station
bus_stop
halt
halt
bus_stop
parking
parking
traffic_signals
level_crossing
level_crossing
traffic_signals
parking
ruins
restaurant
tram_stop
place_of_worship
hotel
post_office
pub
bus_stop
bus_stop
restaurant
restaurant
restaurant
recycling
drinking_water
drinking_water
fuel
drinking_water
restaurant
crossing
recycling
post_box
bus_stop
mini_roundabout
mini_roundabout
bus_stop
bus_stop
mini_roundabout
level_crossing
castle
level_crossing
station
mini_roundabout
tram_stop
tram_stop
tram_stop
tram_stop
crossing
recycling
recycling
bank
post_box
drinking_water
restaurant
fuel
fuel
speed_camera
fuel
speed_camera
place_of_worship
post_office
restaurant
parking
crossing
crossing
level_crossing
mini_roundabout
tram_stop
bus_station
nursing_home
fuel
restaurant
restaurant
fuel
boat_rental
restaurant
toilets
toilets
fountain
toilets
toilets
drinking_water
toilets
toilets
fast_food
restaurant
toilets
station
drinking_water
museum
drinking_water
fuel
post_box
restaurant
cafe
atm
restaurant
restaurant
restaurant
restaurant
restaurant
turning_circle
turning_circle
fast_food
restaurant
drinking_water
post_office;post
restaurant
kindergarten
turning_circle
turning_circle
turning_circle
place_of_worship
level_crossing
nightclub
drinking_water
traffic_signals
parking
post_box
station
mini_roundabout
turning_circle
castle
school
post_box
restaurant
restaurant
restaurant
atm
atm
cafe
restaurant
toilets
recycling
drinking_water
drinking_water
fountain
drinking_water
bus_stop
traffic_signals
turning_circle
turning_circle
mini_roundabout
mini_roundabout
memorial
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
traffic_signals
tram_stop
traffic_signals
bus_stop
fuel
motorway_junctio
mini_roundabout
mini_roundabout
mini_roundabout
tram_stop
traffic_signals
level_crossing
mini_roundabout
toilets
air_fill
cafe;fast_food
bus_stop
air_fill
toilets
bus_stop
recycling
air_fill
cafe
bus_stop
fuel
post_office
toilets
pub
hostel
pub
traffic_signals
attraction
bank
post_office
place_of_worship
traffic_signals
attraction
drinking_water
recycling
school
station
station
station
station
mini_roundabout
